date,day of calendar year,MODIS image,Prek Dam depth (cm)(from long record),Prek Dam Short MRC record 2008-11,"differences (Prek Dam datasets first, then KL MRC vs. WUP-FIN)",Prek Kdam Q m3/s,20106 Tonle Sap at Kg. Luong DEPTH-MRC (cm),Kg. Luong Telemetry mean DEPTH-MRC (cm),K.Loung - WUPFIN DEPTH (cm) ,K.Loung - WUPFIN  (cm) amsl,K.Loung - WUPFIN  (m) amsl,K.Loung - WUPFIN DEPTH (cm)-30 d Moving ave,KL f(KP),K. Loung MRC complete with Prek Dam estimates DEPTH,K. Loung MRC complete with Prek Dam estimates cm amsl,K. Loung MRC complete with Prek Dam estimates m amsl,,,,,,,,,,,
2005-01-31,,,148,,0,-1357,324,,324,388,3.88,391,173,324,388,3.88,,,,,,,,,,,
2005-02-01,,,144,,0,-1322,321,,321,385,3.85,386,169,321,385,3.85,,,,,,,,,,,
2005-02-02,,,142,,0,-1289,318,,318,382,3.82,382,166,318,382,3.82,,,,,,,,,,,
2005-02-03,,,137,,0,-1241,314,,314,378,3.78,377,163,314,378,3.78,,,,,,,,,,,
2005-02-04,,,131,,0,-1204,312,,312,376,3.76,372,161,312,376,3.76,,,,,,,,,,,
2005-02-05,,,127,,0,-1169,308,,308,372,3.72,368,158,308,372,3.72,,,,,,,,,,,
2005-02-06,,,125,,0,-1137,304,,304,368,3.68,363,155,304,368,3.68,,,,,,,,,,,
2005-02-07,,,122,,0,-1139,303,,303,367,3.67,359,150,303,367,3.67,,,,,,,,,,,
2005-02-08,,,121,,0,-1117,299,,299,363,3.63,355,147,299,363,3.63,,,,,,,,,,,
2005-02-09,,,120,,0,-1116,295,,295,359,3.59,350,144,295,359,3.59,,,,,,,,,,,
2005-02-10,,,125,,0,-1117,292,,292,356,3.56,346,141,292,356,3.56,,,,,,,,,,,
2005-02-11,,,123,,0,-1111,288,,288,352,3.52,342,141,288,352,3.52,,,,,,,,,,,
2005-02-12,,,122,,0,-1106,284,,284,348,3.48,338,141,284,348,3.48,,,,,,,,,,,
2005-02-13,,,115,,0,-1084,283,,283,347,3.47,334,141,283,347,3.47,,,,,,,,,,,
2005-02-14,,,112,,0,-1030,278,,278,342,3.42,330,141,278,342,3.42,,,,,,,,,,,
2005-02-15,,,110,,0,-1008,274,,274,338,3.38,326,143,274,338,3.38,,,,,,,,,,,
2005-02-16,,,115,,0,-972,272,,272,336,3.36,322,144,272,336,3.36,,,,,,,,,,,
2005-02-17,,,110,,0,-932,268,,268,332,3.32,318,141,268,332,3.32,,,,,,,,,,,
2005-02-18,,,114,,0,-902,264,,264,328,3.28,315,138,264,328,3.28,,,,,,,,,,,
2005-02-19,,,117,,0,-894,263,,263,327,3.27,311,136,263,327,3.27,,,,,,,,,,,
2005-02-20,,,122,,0,-865,258,,258,322,3.22,307,131,258,322,3.22,,,,,,,,,,,
2005-02-21,,,130,,0,-856,254,,254,318,3.18,304,125,254,318,3.18,,,,,,,,,,,
2005-02-22,,,131,,0,-839,251,,251,315,3.15,300,121,251,315,3.15,,,,,,,,,,,
2005-02-23,,,120,,0,-882,249,,249,313,3.13,296,120,249,313,3.13,,,,,,,,,,,
2005-02-24,,,111,,0,-867,247,,247,311,3.11,293,117,247,311,3.11,,,,,,,,,,,
2005-02-25,,,109,,0,-858,246,,246,310,3.10,290,116,246,310,3.10,,,,,,,,,,,
2005-02-26,,,106,,0,-794,243,,243,307,3.07,287,115,243,307,3.07,,,,,,,,,,,
2005-02-27,,,104,,0,-762,238,,238,302,3.02,283,120,238,302,3.02,,,,,,,,,,,
2005-02-28,,,103,,0,-727,235,,235,299,2.99,280,118,235,299,2.99,,,,,,,,,,,
2005-03-01,,,107,,0,-695,232,,232,296,2.96,277,117,232,296,2.96,,,,,,,,,,,
2005-03-02,,,108,,0,-742,232,,232,296,2.96,274,110,232,296,2.96,,,,,,,,,,,
2005-03-03,,,109,,0,-757,229,,229,293,2.93,271,107,229,293,2.93,,,,,,,,,,,
2005-03-04,,,108,,0,-764,229,,229,293,2.93,268,105,229,293,2.93,,,,,,,,,,,
2005-03-05,,,108,,0,-785,227,,227,291,2.91,265,110,227,291,2.91,,,,,,,,,,,
2005-03-06,,,112,,0,-825,227,,227,291,2.91,262,105,227,291,2.91,,,,,,,,,,,
2005-03-07,,,113,,0,-823,224,,224,288,2.88,260,109,224,288,2.88,,,,,,,,,,,
2005-03-08,,,106,,0,-759,219,,219,283,2.83,257,112,219,283,2.83,,,,,,,,,,,
2005-03-09,,,109,,0,-709,217,,217,281,2.81,254,117,217,281,2.81,,,,,,,,,,,
2005-03-10,,,104,,0,-696,217,,217,281,2.81,251,124,217,281,2.81,,,,,,,,,,,
2005-03-11,,,103,,0,-673,215,,215,279,2.79,249,125,215,279,2.79,,,,,,,,,,,
2005-03-12,,,102,,0,-661,215,,215,279,2.79,246,115,215,279,2.79,,,,,,,,,,,
2005-03-13,,,104,,0,-646,213,,213,277,2.77,243,106,213,277,2.77,,,,,,,,,,,
2005-03-14,,,103,,0,-677,213,,213,277,2.77,241,104,213,277,2.77,,,,,,,,,,,
2005-03-15,,,103,,0,-672,209,,209,273,2.73,239,101,209,273,2.73,,,,,,,,,,,
2005-03-16,,,104,,0,-673,207,,207,271,2.71,236,100,207,271,2.71,,,,,,,,,,,
2005-03-17,,,103,,0,-671,207,,207,271,2.71,234,99,207,271,2.71,,,,,,,,,,,
2005-03-18,,,103,,0,-667,206,,206,270,2.70,232,102,206,270,2.70,,,,,,,,,,,
2005-03-19,,,105,,0,-702,206,,206,270,2.70,230,103,206,270,2.70,,,,,,,,,,,
2005-03-20,,,105,,0,-708,204,,204,268,2.68,228,104,204,268,2.68,,,,,,,,,,,
2005-03-21,,,111,,0,-664,202,,202,266,2.66,226,103,202,266,2.66,,,,,,,,,,,
2005-03-22,,,119,,0,-705,202,,202,266,2.66,224,103,202,266,2.66,,,,,,,,,,,
2005-03-23,,,120,,0,-669,198,,198,262,2.62,222,107,198,262,2.62,,,,,,,,,,,
2005-03-24,,,111,,0,-661,198,,198,262,2.62,220,108,198,262,2.62,,,,,,,,,,,
2005-03-25,,,104,,0,-646,195,,195,259,2.59,218,101,195,259,2.59,,,,,,,,,,,
2005-03-26,,,103,,0,-639,194,,194,258,2.58,217,104,194,258,2.58,,,,,,,,,,,
2005-03-27,,,103,,0,-627,194,,194,258,2.58,215,100,194,258,2.58,,,,,,,,,,,
2005-03-28,,,103,,0,-622,192,,192,256,2.56,213,99,192,256,2.56,,,,,,,,,,,
2005-03-29,,,103,,0,-641,192,,192,256,2.56,212,98,192,256,2.56,,,,,,,,,,,
2005-03-30,,,103,,0,-624,189,,189,253,2.53,210,100,189,253,2.53,,,,,,,,,,,
2005-03-31,,,103,,0,-613,189,,189,253,2.53,209,99,189,253,2.53,,,,,,,,,,,
2005-04-01,,,102,,0,-613,189,,189,253,2.53,207,99,189,253,2.53,,,,,,,,,,,
2005-04-02,,,105,,0,-601,188,,188,252,2.52,206,100,188,252,2.52,,,,,,,,,,,
2005-04-03,,,105,,0,-624,186,,186,250,2.50,204,99,186,250,2.50,,,,,,,,,,,
2005-04-04,,,106,,0,-666,186,,186,250,2.50,203,99,186,250,2.50,,,,,,,,,,,
2005-04-05,,,104,,0,-704,185,,185,249,2.49,202,100,185,249,2.49,,,,,,,,,,,
2005-04-06,,,103,,0,-618,184,,184,248,2.48,200,100,184,248,2.48,,,,,,,,,,,
2005-04-07,,,104,,0,-590,184,,184,248,2.48,199,106,184,248,2.48,,,,,,,,,,,
2005-04-08,,,102,,0,-585,183,,183,247,2.47,198,114,183,247,2.47,,,,,,,,,,,
2005-04-09,,,103,,0,-575,182,,182,246,2.46,197,115,182,246,2.46,,,,,,,,,,,
2005-04-10,,,99,,0,-600,182,,182,246,2.46,196,106,182,246,2.46,,,,,,,,,,,
2005-04-11,,,95,,0,-602,178,,178,242,2.42,195,100,178,242,2.42,,,,,,,,,,,
2005-04-12,,,93,,0,-601,176,,176,240,2.40,193,99,176,240,2.40,,,,,,,,,,,
2005-04-13,,,93,,0,-609,175,,175,239,2.39,192,99,175,239,2.39,,,,,,,,,,,
2005-04-14,,,92,,0,-610,176,,176,240,2.40,191,99,176,240,2.40,,,,,,,,,,,
2005-04-15,,,93,,0,-624,176,,176,240,2.40,190,99,176,240,2.40,,,,,,,,,,,
2005-04-16,,,99,,0,-628,174,,174,238,2.38,189,99,174,238,2.38,,,,,,,,,,,
2005-04-17,,,103,,0,-605,174,,174,238,2.38,188,99,174,238,2.38,,,,,,,,,,,
2005-04-18,,,103,,0,-586,174,,174,238,2.38,187,98,174,238,2.38,,,,,,,,,,,
2005-04-19,,,95,,0,-592,173,,173,237,2.37,186,100,173,237,2.37,,,,,,,,,,,
2005-04-20,,,84,,0,-614,172,,172,236,2.36,185,100,172,236,2.36,,,,,,,,,,,
2005-04-21,,,82,,0,-583,167,,167,231,2.31,184,101,167,231,2.31,,,,,,,,,,,
2005-04-22,,,81,,0,-586,166,,166,230,2.30,182,100,166,230,2.30,,,,,,,,,,,
2005-04-23,,,81,,0,-557,165,,165,229,2.29,181,99,165,229,2.29,,,,,,,,,,,
2005-04-24,,,82,,0,-531,164,,164,228,2.28,180,100,164,228,2.28,,,,,,,,,,,
2005-04-25,,,84,,0,-515,164,,164,228,2.28,179,98,164,228,2.28,,,,,,,,,,,
2005-04-26,,,89,,0,-515,164,,164,228,2.28,178,99,164,228,2.28,,,,,,,,,,,
2005-04-27,,,94,,0,-498,162,,162,226,2.26,177,95,162,226,2.26,,,,,,,,,,,
2005-04-28,,,95,,0,-490,162,,162,226,2.26,176,91,162,226,2.26,,,,,,,,,,,
2005-04-29,,,96,,0,-516,162,,162,226,2.26,175,89,162,226,2.26,,,,,,,,,,,
2005-04-30,,,93,,0,-547,161,,161,225,2.25,174,89,161,225,2.25,,,,,,,,,,,
2005-05-01,,,89,,0,-543,157,,157,221,2.21,173,88,157,221,2.21,,,,,,,,,,,
2005-05-02,,,78,,0,-499,152,,152,216,2.16,172,89,152,216,2.16,,,,,,,,,,,
2005-05-03,,,78,,0,-425,146,,146,210,2.10,171,95,146,210,2.10,,,,,,,,,,,
2005-05-04,,,69,,0,-414,142,,142,206,2.06,169,99,142,206,2.06,,,,,,,,,,,
2005-05-05,,,67,,0,-400,137,,137,201,2.01,168,99,137,201,2.01,,,,,,,,,,,
2005-05-06,,,65,,0,-398,133,,133,197,1.97,166,91,133,197,1.97,,,,,,,,,,,
2005-05-07,,,65,,0,-395,126,,126,190,1.90,164,80,126,190,1.90,,,,,,,,,,,
2005-05-08,,,64,,0,-405,122,,122,186,1.86,162,79,122,186,1.86,,,,,,,,,,,
2005-05-09,,,72,,0,-421,116,,116,180,1.80,160,78,116,180,1.80,,,,,,,,,,,
2005-05-10,,,80,,0,-427,113,,113,177,1.77,158,78,113,177,1.77,,,,,,,,,,,
2005-05-11,,,89,,0,-408,108,,108,172,1.72,155,79,108,172,1.72,,,,,,,,,,,
2005-05-12,,,98,,0,-397,104,,104,168,1.68,153,80,104,168,1.68,,,,,,,,,,,
2005-05-13,,,107,,0,-356,97,,97,161,1.61,150,85,97,161,1.61,,,,,,,,,,,
2005-05-14,,,116,,0,-329,90,,90,154,1.54,147,90,90,154,1.54,,,,,,,,,,,
2005-05-15,,,120,,0,-307,84,,84,148,1.48,144,91,84,148,1.48,,,,,,,,,,,
2005-05-16,,,126,,0,-278,76,,76,140,1.40,141,92,76,140,1.40,,,,,,,,,,,
2005-05-17,,,122,,0,-244,70,,70,134,1.34,138,89,70,134,1.34,,,,,,,,,,,
2005-05-18,,,117,,0,-239,66,,66,130,1.30,134,85,66,130,1.30,,,,,,,,,,,
2005-05-19,,,111,,0,-236,66,,66,130,1.30,130,75,66,130,1.30,,,,,,,,,,,
2005-05-20,,,106,,0,-227,65,,65,129,1.29,127,75,65,129,1.29,,,,,,,,,,,
2005-05-21,,,103,,0,-214,64,,64,128,1.28,123,66,64,128,1.28,,,,,,,,,,,
2005-05-22,,,103,,0,-242,64,,64,128,1.28,120,64,64,128,1.28,,,,,,,,,,,
2005-05-23,,,102,,0,-267,63,,63,127,1.27,117,62,63,127,1.27,,,,,,,,,,,
2005-05-24,,,99,,0,-270,64,,64,128,1.28,113,62,64,128,1.28,,,,,,,,,,,
2005-05-25,,,98,,0,-246,64,,64,128,1.28,110,61,64,128,1.28,,,,,,,,,,,
2005-05-26,,,99,,0,-202,64,,64,128,1.28,107,69,64,128,1.28,,,,,,,,,,,
2005-05-27,,,103,,0,-128,64,,64,128,1.28,103,77,64,128,1.28,,,,,,,,,,,
2005-05-28,,,109,,0,-59,64,,64,128,1.28,100,85,64,128,1.28,,,,,,,,,,,
2005-05-29,,,116,,0,120,64,,64,128,1.28,97,94,64,128,1.28,,,,,,,,,,,
2005-05-30,,,120,,0,208,64,,64,128,1.28,94,102,64,128,1.28,,,,,,,,,,,
2005-05-31,,,120,,0,181,64,,64,128,1.28,91,111,64,128,1.28,,,,,,,,,,,
2005-06-01,,,115,,0,-76,64,,64,128,1.28,88,115,64,128,1.28,,,,,,,,,,,
2005-06-02,,,109,,0,-169,64,,64,128,1.28,85,121,64,128,1.28,,,,,,,,,,,
2005-06-03,,,115,,0,-178,62,,62,126,1.26,82,117,62,126,1.26,,,,,,,,,,,
2005-06-04,,,118,,0,-198,62,,62,126,1.26,80,112,62,126,1.26,,,,,,,,,,,
2005-06-05,,,129,,0,-196,62,,62,126,1.26,77,106,62,126,1.26,,,,,,,,,,,
2005-06-06,,,144,,0,-205,62,,62,126,1.26,75,101,62,126,1.26,,,,,,,,,,,
2005-06-07,,,158,,0,-233,64,,64,128,1.28,73,99,64,128,1.28,,,,,,,,,,,
2005-06-08,,,165,,0,-221,63,,63,127,1.27,72,99,63,127,1.27,,,,,,,,,,,
2005-06-09,,,176,,0,-226,64,,64,128,1.28,70,98,64,128,1.28,,,,,,,,,,,
2005-06-10,,,191,,0,-199,64,,64,128,1.28,68,95,64,128,1.28,,,,,,,,,,,
2005-06-11,,,213,,0,-181,67,,67,131,1.31,67,94,67,131,1.31,,,,,,,,,,,
2005-06-12,,,230,,0,-178,69,,69,133,1.33,66,95,69,133,1.33,,,,,,,,,,,
2005-06-13,,,236,,0,-146,69,,69,133,1.33,66,99,69,133,1.33,,,,,,,,,,,
2005-06-14,,,236,,0,-179,72,,72,136,1.36,65,104,72,136,1.36,,,,,,,,,,,
2005-06-15,,,235,,0,-219,74,,74,138,1.38,65,111,74,138,1.38,,,,,,,,,,,
2005-06-16,,,240,,0,-246,74,,74,138,1.38,65,115,74,138,1.38,,,,,,,,,,,
2005-06-17,,,259,,0,-240,76,,76,140,1.40,66,115,76,140,1.40,,,,,,,,,,,
2005-06-18,,,293,,0,-183,78,,78,142,1.42,66,110,78,142,1.42,,,,,,,,,,,
2005-06-19,,,316,,0,293,79,,79,143,1.43,66,104,79,143,1.43,,,,,,,,,,,
2005-06-20,,,356,,0,445,83,,83,147,1.47,67,110,83,147,1.47,,,,,,,,,,,
2005-06-21,,,386,,0,542,85,,85,149,1.49,68,113,85,149,1.49,,,,,,,,,,,
2005-06-22,,,412,,0,701,85,,85,149,1.49,68,123,85,149,1.49,,,,,,,,,,,
2005-06-23,,,433,,0,958,87,,87,151,1.51,69,138,87,151,1.51,,,,,,,,,,,
2005-06-24,,,448,,0,1370,87,,87,151,1.51,70,151,87,151,1.51,,,,,,,,,,,
2005-06-25,,,456,,0,1637,89,,89,153,1.53,71,158,89,153,1.53,,,,,,,,,,,
2005-06-26,,,460,,0,1738,92,,92,156,1.56,72,168,92,156,1.56,,,,,,,,,,,
2005-06-27,,,460,,0,1715,94,,94,158,1.58,73,183,94,158,1.58,,,,,,,,,,,
2005-06-28,,,460,,0,1669,97,,97,161,1.61,74,203,97,161,1.61,,,,,,,,,,,
2005-06-29,,,454,,0,1772,98,,98,162,1.62,75,220,98,162,1.62,,,,,,,,,,,
2005-06-30,,,439,,0,2043,103,,103,167,1.67,76,225,103,167,1.67,,,,,,,,,,,
2005-07-01,,,430,,0,2608,107,,107,171,1.71,78,225,107,171,1.71,,,,,,,,,,,
2005-07-02,,,421,,0,3084,116,,116,180,1.80,79,224,116,180,1.80,,,,,,,,,,,
