date,day of calendar year,MODIS image,Prek Dam depth (cm)(from long record),Prek Dam Short MRC record 2008-11,"differences (Prek Dam datasets first, then KL MRC vs. WUP-FIN)",Prek Kdam Q m3/s,20106 Tonle Sap at Kg. Luong DEPTH-MRC (cm),Kg. Luong Telemetry mean DEPTH-MRC (cm),K.Loung - WUPFIN DEPTH (cm) ,K.Loung - WUPFIN  (cm) amsl,K.Loung - WUPFIN  (m) amsl,K.Loung - WUPFIN DEPTH (cm)-30 d Moving ave,KL f(KP),K. Loung MRC complete with Prek Dam estimates DEPTH,K. Loung MRC complete with Prek Dam estimates cm amsl,K. Loung MRC complete with Prek Dam estimates m amsl,,,,,,,,,,,
1990-07-28,,,582,,,-409,,,,,,,522,522,586,5.86,,,,,,,,,,,
1990-07-29,,,596,,,2321,,,,,,,516,516,580,5.80,,,,,,,,,,,
1990-07-30,,,615,,,3344,,,,,,,517,517,581,5.81,,,,,,,,,,,
1990-07-31,,,638,,,4202,,,,,,,522,522,586,5.86,,,,,,,,,,,
1990-08-01,,,663,,,4985,,,,,,,529,529,593,5.93,,,,,,,,,,,
1990-08-02,,,677,,,5286,,,,,,,536,536,600,6.00,,,,,,,,,,,
1990-08-03,,,689,,,5748,,,,,,,535,535,599,5.99,,,,,,,,,,,
1990-08-04,,,706,,,6465,,,,,,,530,530,594,5.94,,,,,,,,,,,
1990-08-05,,,706,,,6640,,,,,,,522,522,586,5.86,,,,,,,,,,,
1990-08-06,,,716,,,6991,,,,,,,519,519,583,5.83,,,,,,,,,,,
1990-08-07,,,728,,,7351,,,,,,,519,519,583,5.83,,,,,,,,,,,
1990-08-08,,,739,,,7504,,,,,,,528,528,592,5.92,,,,,,,,,,,
1990-08-09,,,746,,,7421,,,,,,,542,542,606,6.06,,,,,,,,,,,
1990-08-10,,,752,,,7403,,,,,,,552,552,616,6.16,,,,,,,,,,,
1990-08-11,,,754,,,7341,,,,,,,557,557,621,6.21,,,,,,,,,,,
1990-08-12,,,752,,,7341,,,,,,,554,554,618,6.18,,,,,,,,,,,
1990-08-13,,,748,,,7280,,,,,,,552,552,616,6.16,,,,,,,,,,,
1990-08-14,,,742,,,7006,,,,,,,555,555,619,6.19,,,,,,,,,,,
1990-08-15,,,740,,,6620,,,,,,,569,569,633,6.33,,,,,,,,,,,
1990-08-16,,,748,,,6424,,,,,,,587,587,651,6.51,,,,,,,,,,,
1990-08-17,,,756,,,6090,,,,,,,609,609,673,6.73,,,,,,,,,,,
1990-08-18,,,764,,,5633,,,,,,,633,633,697,6.97,,,,,,,,,,,
1990-08-19,,,764,,,5126,,,,,,,646,646,710,7.10,,,,,,,,,,,
1990-08-20,,,756,,,4175,,,,,,,657,657,721,7.21,,,,,,,,,,,
1990-08-21,,,752,,,2817,,,,,,,674,674,738,7.38,,,,,,,,,,,
1990-08-22,,,746,,,2208,,,,,,,674,674,738,7.38,,,,,,,,,,,
1990-08-23,,,738,,,-1582,,,,,,,683,683,747,7.47,,,,,,,,,,,
1990-08-24,,,727,,,-3119,,,,,,,695,695,759,7.59,,,,,,,,,,,
1990-08-25,,,720,,,-3936,,,,,,,705,705,769,7.69,,,,,,,,,,,
1990-08-26,,,722,,,-4156,,,,,,,712,712,776,7.76,,,,,,,,,,,
1990-08-27,,,733,,,-4001,,,,,,,718,718,782,7.82,,,,,,,,,,,
1990-08-28,,,746,,,-3541,,,,,,,719,719,783,7.83,,,,,,,,,,,
1990-08-29,,,758,,,-2790,,,,,,,718,718,782,7.82,,,,,,,,,,,
1990-08-30,,,766,,,-1907,,,,,,,714,714,778,7.78,,,,,,,,,,,
1990-08-31,,,773,,,1093,,,,,,,708,708,772,7.72,,,,,,,,,,,
1990-09-01,,,789,,,3356,,,,,,,706,706,770,7.70,,,,,,,,,,,
1990-09-02,,,806,,,4098,,,,,,,714,714,778,7.78,,,,,,,,,,,
1990-09-03,,,821,,,4623,,,,,,,721,721,785,7.85,,,,,,,,,,,
1990-09-04,,,834,,,4940,,,,,,,729,729,793,7.93,,,,,,,,,,,
1990-09-05,,,845,,,5554,,,,,,,729,729,793,7.93,,,,,,,,,,,
1990-09-06,,,857,,,6450,,,,,,,721,721,785,7.85,,,,,,,,,,,
1990-09-07,,,867,,,7011,,,,,,,718,718,782,7.82,,,,,,,,,,,
1990-09-08,,,871,,,7353,,,,,,,712,712,776,7.76,,,,,,,,,,,
1990-09-09,,,872,,,7616,,,,,,,704,704,768,7.68,,,,,,,,,,,
1990-09-10,,,869,,,7801,,,,,,,694,694,758,7.58,,,,,,,,,,,
1990-09-11,,,867,,,7909,,,,,,,687,687,751,7.51,,,,,,,,,,,
1990-09-12,,,864,,,7753,,,,,,,689,689,753,7.53,,,,,,,,,,,
1990-09-13,,,859,,,7269,,,,,,,699,699,763,7.63,,,,,,,,,,,
1990-09-14,,,850,,,6491,,,,,,,712,712,776,7.76,,,,,,,,,,,
1990-09-15,,,843,,,5707,,,,,,,723,723,787,7.87,,,,,,,,,,,
1990-09-16,,,840,,,5189,,,,,,,731,731,795,7.95,,,,,,,,,,,
1990-09-17,,,840,,,4837,,,,,,,738,738,802,8.02,,,,,,,,,,,
1990-09-18,,,841,,,3934,,,,,,,753,753,817,8.17,,,,,,,,,,,
1990-09-19,,,843,,,2614,,,,,,,769,769,833,8.33,,,,,,,,,,,
1990-09-20,,,840,,,-1754,,,,,,,783,783,847,8.47,,,,,,,,,,,
1990-09-21,,,840,,,-2963,,,,,,,796,796,860,8.60,,,,,,,,,,,
1990-09-22,,,841,,,-3669,,,,,,,806,806,870,8.70,,,,,,,,,,,
1990-09-23,,,848,,,-4007,,,,,,,818,818,882,8.82,,,,,,,,,,,
1990-09-24,,,851,,,-4438,,,,,,,827,827,891,8.91,,,,,,,,,,,
1990-09-25,,,857,,,-4343,,,,,,,831,831,895,8.95,,,,,,,,,,,
1990-09-26,,,861,,,-4173,,,,,,,832,832,896,8.96,,,,,,,,,,,
1990-09-27,,,865,,,-3726,,,,,,,829,829,893,8.93,,,,,,,,,,,
1990-09-28,,,867,,,-3445,,,,,,,827,827,891,8.91,,,,,,,,,,,
1990-09-29,,,871,,,-2896,,,,,,,824,824,888,8.88,,,,,,,,,,,
1990-09-30,,,871,,,-2439,,,,,,,820,820,884,8.84,,,,,,,,,,,
1990-10-01,,,872,,,-1154,,,,,,,811,811,875,8.75,,,,,,,,,,,
1990-10-02,,,874,,,2085,,,,,,,804,804,868,8.68,,,,,,,,,,,
1990-10-03,,,873,,,2383,,,,,,,801,801,865,8.65,,,,,,,,,,,
1990-10-04,,,870,,,1863,,,,,,,801,801,865,8.65,,,,,,,,,,,
1990-10-05,,,871,,,1875,,,,,,,802,802,866,8.66,,,,,,,,,,,
1990-10-06,,,877,,,2560,,,,,,,804,804,868,8.68,,,,,,,,,,,
1990-10-07,,,881,,,3379,,,,,,,801,801,865,8.65,,,,,,,,,,,
1990-10-08,,,881,,,3379,,,,,,,801,801,865,8.65,,,,,,,,,,,
1990-10-09,,,879,,,3056,,,,,,,802,802,866,8.66,,,,,,,,,,,
1990-10-10,,,878,,,1955,,,,,,,809,809,873,8.73,,,,,,,,,,,
1990-10-11,,,873,,,-1146,,,,,,,812,812,876,8.76,,,,,,,,,,,
1990-10-12,,,870,,,-2341,,,,,,,818,818,882,8.82,,,,,,,,,,,
1990-10-13,,,864,,,-3215,,,,,,,821,821,885,8.85,,,,,,,,,,,
1990-10-14,,,857,,,-3971,,,,,,,825,825,889,8.89,,,,,,,,,,,
1990-10-15,,,848,,,-4596,,,,,,,827,827,891,8.91,,,,,,,,,,,
1990-10-16,,,841,,,-5147,,,,,,,831,831,895,8.95,,,,,,,,,,,
1990-10-17,,,839,,,-5236,,,,,,,831,831,895,8.95,,,,,,,,,,,
1990-10-18,,,847,,,-4919,,,,,,,832,832,896,8.96,,,,,,,,,,,
1990-10-19,,,859,,,-4410,,,,,,,834,834,898,8.98,,,,,,,,,,,
1990-10-20,,,865,,,-3994,,,,,,,833,833,897,8.97,,,,,,,,,,,
1990-10-21,,,870,,,-3450,,,,,,,830,830,894,8.94,,,,,,,,,,,
1990-10-22,,,877,,,-2982,,,,,,,831,831,895,8.95,,,,,,,,,,,
1990-10-23,,,881,,,-3150,,,,,,,837,837,901,9.01,,,,,,,,,,,
1990-10-24,,,876,,,-3820,,,,,,,841,841,905,9.05,,,,,,,,,,,
1990-10-25,,,867,,,-4380,,,,,,,841,841,905,9.05,,,,,,,,,,,
1990-10-26,,,857,,,-4805,,,,,,,839,839,903,9.03,,,,,,,,,,,
1990-10-27,,,847,,,-5232,,,,,,,838,838,902,9.02,,,,,,,,,,,
1990-10-28,,,835,,,-5503,,,,,,,833,833,897,8.97,,,,,,,,,,,
1990-10-29,,,821,,,-5860,,,,,,,830,830,894,8.94,,,,,,,,,,,
1990-10-30,,,808,,,-6056,,,,,,,824,824,888,8.88,,,,,,,,,,,
1990-10-31,,,794,,,-6218,,,,,,,818,818,882,8.82,,,,,,,,,,,
1990-11-01,,,782,,,-6226,,,,,,,809,809,873,8.73,,,,,,,,,,,
1990-11-02,,,772,,,-6246,,,,,,,802,802,866,8.66,,,,,,,,,,,
1990-11-03,,,762,,,-6434,,,,,,,801,801,865,8.65,,,,,,,,,,,
1990-11-04,,,752,,,-6925,,,,,,,808,808,872,8.72,,,,,,,,,,,
1990-11-05,,,741,,,-7495,,,,,,,820,820,884,8.84,,,,,,,,,,,
1990-11-06,,,729,,,-7846,,,,,,,825,825,889,8.89,,,,,,,,,,,
1990-11-07,,,716,,,-8139,,,,,,,830,830,894,8.94,,,,,,,,,,,
1990-11-08,,,706,,,-8386,,,,,,,837,837,901,9.01,,,,,,,,,,,
1990-11-09,,,701,,,-8524,,,,,,,841,841,905,9.05,,,,,,,,,,,
1990-11-10,,,697,,,-8437,,,,,,,836,836,900,9.00,,,,,,,,,,,
1990-11-11,,,698,,,-8216,,,,,,,827,827,891,8.91,,,,,,,,,,,
1990-11-12,,,703,,,-7924,,,,,,,818,818,882,8.82,,,,,,,,,,,
1990-11-13,,,703,,,-7673,,,,,,,808,808,872,8.72,,,,,,,,,,,
1990-11-14,,,698,,,-7428,,,,,,,797,797,861,8.61,,,,,,,,,,,
1990-11-15,,,699,,,-7052,,,,,,,783,783,847,8.47,,,,,,,,,,,
1990-11-16,,,706,,,-6589,,,,,,,771,771,835,8.35,,,,,,,,,,,
1990-11-17,,,714,,,-6058,,,,,,,758,758,822,8.22,,,,,,,,,,,
1990-11-18,,,704,,,-5866,,,,,,,746,746,810,8.10,,,,,,,,,,,
1990-11-19,,,686,,,-5921,,,,,,,737,737,801,8.01,,,,,,,,,,,
1990-11-20,,,675,,,-5836,,,,,,,727,727,791,7.91,,,,,,,,,,,
1990-11-21,,,666,,,-5717,,,,,,,718,718,782,7.82,,,,,,,,,,,
1990-11-22,,,653,,,-5637,,,,,,,707,707,771,7.71,,,,,,,,,,,
1990-11-23,,,641,,,-5514,,,,,,,696,696,760,7.60,,,,,,,,,,,
1990-11-24,,,630,,,-5352,,,,,,,683,683,747,7.47,,,,,,,,,,,
1990-11-25,,,619,,,-5265,,,,,,,674,674,738,7.38,,,,,,,,,,,
1990-11-26,,,610,,,-5267,,,,,,,669,669,733,7.33,,,,,,,,,,,
1990-11-27,,,602,,,-5275,,,,,,,665,665,729,7.29,,,,,,,,,,,
1990-11-28,,,589,,,-5415,,,,,,,666,666,730,7.30,,,,,,,,,,,
1990-11-29,,,578,,,-5611,,,,,,,671,671,735,7.35,,,,,,,,,,,
1990-11-30,,,567,,,-5685,,,,,,,671,671,735,7.35,,,,,,,,,,,
1990-12-01,,,558,,,-5645,,,,,,,666,666,730,7.30,,,,,,,,,,,
1990-12-02,,,550,,,-5700,,,,,,,667,667,731,7.31,,,,,,,,,,,
1990-12-03,,,541,,,-5848,,,,,,,674,674,738,7.38,,,,,,,,,,,
1990-12-04,,,532,,,-5990,,,,,,,681,681,745,7.45,,,,,,,,,,,
1990-12-05,,,524,,,-5845,,,,,,,672,672,736,7.36,,,,,,,,,,,
1990-12-06,,,516,,,-5583,,,,,,,655,655,719,7.19,,,,,,,,,,,
1990-12-07,,,509,,,-5429,,,,,,,644,644,708,7.08,,,,,,,,,,,
1990-12-08,,,501,,,-5307,,,,,,,636,636,700,7.00,,,,,,,,,,,
1990-12-09,,,493,,,-5129,,,,,,,623,623,687,6.87,,,,,,,,,,,
1990-12-10,,,484,,,-4970,,,,,,,612,612,676,6.76,,,,,,,,,,,
1990-12-11,,,476,,,-4826,,,,,,,601,601,665,6.65,,,,,,,,,,,
1990-12-12,,,465,,,-4673,,,,,,,591,591,655,6.55,,,,,,,,,,,
1990-12-13,,,457,,,-4560,,,,,,,582,582,646,6.46,,,,,,,,,,,
1990-12-14,,,448,,,-4461,,,,,,,574,574,638,6.38,,,,,,,,,,,
1990-12-15,,,441,,,-4300,,,,,,,562,562,626,6.26,,,,,,,,,,,
1990-12-16,,,433,,,-4167,,,,,,,552,552,616,6.16,,,,,,,,,,,
1990-12-17,,,427,,,-4035,,,,,,,541,541,605,6.05,,,,,,,,,,,
1990-12-18,,,422,,,-3929,,,,,,,533,533,597,5.97,,,,,,,,,,,
1990-12-19,,,417,,,-3836,,,,,,,525,525,589,5.89,,,,,,,,,,,
1990-12-20,,,411,,,-3733,,,,,,,516,516,580,5.80,,,,,,,,,,,
1990-12-21,,,405,,,-3632,,,,,,,508,508,572,5.72,,,,,,,,,,,
1990-12-22,,,399,,,-3543,,,,,,,500,500,564,5.64,,,,,,,,,,,
1990-12-23,,,393,,,-3456,,,,,,,492,492,556,5.56,,,,,,,,,,,
1990-12-24,,,388,,,-3381,,,,,,,486,486,550,5.50,,,,,,,,,,,
1990-12-25,,,381,,,-3296,,,,,,,478,478,542,5.42,,,,,,,,,,,
1990-12-26,,,372,,,-3212,,,,,,,471,471,535,5.35,,,,,,,,,,,
1990-12-27,,,367,,,-3118,,,,,,,462,462,526,5.26,,,,,,,,,,,
1990-12-28,,,363,,,-3036,,,,,,,454,454,518,5.18,,,,,,,,,,,
1990-12-29,,,359,,,-2924,,,,,,,444,444,508,5.08,,,,,,,,,,,
1990-12-30,,,355,,,-2844,,,,,,,436,436,500,5.00,,,,,,,,,,,
1990-12-31,,,349,,,-2745,,,,,,,428,428,492,4.92,,,,,,,,,,,
1991-01-01,,,321,,,-2446,,,,,,,421,421,485,4.85,,,,,,,,,,,
1991-01-02,,,290,,,-2115,,,,,,,413,413,477,4.77,,,,,,,,,,,
1991-01-03,,,287,,,-2065,,,,,,,408,408,472,4.72,,,,,,,,,,,
1991-01-04,,,284,,,-2032,,,,,,,403,403,467,4.67,,,,,,,,,,,
1991-01-05,,,281,,,-1999,,,,,,,398,398,462,4.62,,,,,,,,,,,
1991-01-06,,,277,,,-1950,,,,,,,392,392,456,4.56,,,,,,,,,,,
1991-01-07,,,273,,,-1909,,,,,,,387,387,451,4.51,,,,,,,,,,,
1991-01-08,,,268,,,-1869,,,,,,,381,381,445,4.45,,,,,,,,,,,
1991-01-09,,,263,,,-1820,,,,,,,375,375,439,4.39,,,,,,,,,,,
1991-01-10,,,259,,,-1788,,,,,,,370,370,434,4.34,,,,,,,,,,,
1991-01-11,,,254,,,-1741,,,,,,,364,364,428,4.28,,,,,,,,,,,
1991-01-12,,,249,,,-1680,,,,,,,355,355,419,4.19,,,,,,,,,,,
1991-01-13,,,246,,,-1650,,,,,,,350,350,414,4.14,,,,,,,,,,,
1991-01-14,,,244,,,-1620,,,,,,,347,347,411,4.11,,,,,,,,,,,
1991-01-15,,,242,,,-1591,,,,,,,343,343,407,4.07,,,,,,,,,,,
1991-01-16,,,240,,,-1569,,,,,,,339,339,403,4.03,,,,,,,,,,,
1991-01-17,,,237,,,-1526,,,,,,,333,333,397,3.97,,,,,,,,,,,
1991-01-18,,,235,,,-1336,,,,,,,306,306,370,3.70,,,,,,,,,,,
1991-01-19,,,231,,,-1097,,,,,,,277,277,341,3.41,,,,,,,,,,,
1991-01-20,,,228,,,-1090,,,,,,,274,274,338,3.38,,,,,,,,,,,
1991-01-21,,,226,,,-1079,,,,,,,271,271,335,3.35,,,,,,,,,,,
1991-01-22,,,223,,,-1063,,,,,,,268,268,332,3.32,,,,,,,,,,,
1991-01-23,,,220,,,-1048,,,,,,,265,265,329,3.29,,,,,,,,,,,
1991-01-24,,,217,,,-1024,,,,,,,261,261,325,3.25,,,,,,,,,,,
1991-01-25,,,213,,,-1003,,,,,,,256,256,320,3.20,,,,,,,,,,,
1991-01-26,,,210,,,-980,,,,,,,251,251,315,3.15,,,,,,,,,,,
1991-01-27,,,208,,,-963,,,,,,,247,247,311,3.11,,,,,,,,,,,
1991-01-28,,,208,,,-924,,,,,,,243,243,307,3.07,,,,,,,,,,,
1991-01-29,,,205,,,-894,,,,,,,238,238,302,3.02,,,,,,,,,,,
1991-01-30,,,201,,,-890,,,,,,,235,235,299,2.99,,,,,,,,,,,
1991-01-31,,,197,,,-892,,,,,,,233,233,297,2.97,,,,,,,,,,,
1991-02-01,,,193,,,-893,,,,,,,231,231,295,2.95,,,,,,,,,,,
1991-02-02,,,191,,,-890,,,,,,,229,229,293,2.93,,,,,,,,,,,
1991-02-03,,,190,,,-871,,,,,,,226,226,290,2.90,,,,,,,,,,,
1991-02-04,,,188,,,-861,,,,,,,224,224,288,2.88,,,,,,,,,,,
1991-02-05,,,187,,,-836,,,,,,,221,221,285,2.85,,,,,,,,,,,
1991-02-06,,,187,,,-823,,,,,,,218,218,282,2.82,,,,,,,,,,,
1991-02-07,,,185,,,-813,,,,,,,216,216,280,2.80,,,,,,,,,,,
1991-02-08,,,180,,,-808,,,,,,,213,213,277,2.77,,,,,,,,,,,
1991-02-09,,,174,,,-802,,,,,,,210,210,274,2.74,,,,,,,,,,,
1991-02-10,,,167,,,-799,,,,,,,207,207,271,2.71,,,,,,,,,,,
1991-02-11,,,163,,,-789,,,,,,,203,203,267,2.67,,,,,,,,,,,
1991-02-12,,,155,,,-779,,,,,,,201,201,265,2.65,,,,,,,,,,,
1991-02-13,,,150,,,-768,,,,,,,199,199,263,2.63,,,,,,,,,,,
1991-02-14,,,148,,,-765,,,,,,,199,199,263,2.63,,,,,,,,,,,
1991-02-15,,,147,,,-755,,,,,,,196,196,260,2.60,,,,,,,,,,,
1991-02-16,,,147,,,-738,,,,,,,192,192,256,2.56,,,,,,,,,,,
1991-02-17,,,147,,,-721,,,,,,,188,188,252,2.52,,,,,,,,,,,
1991-02-18,,,148,,,-699,,,,,,,184,184,248,2.48,,,,,,,,,,,
1991-02-19,,,147,,,-694,,,,,,,183,183,247,2.47,,,,,,,,,,,
1991-02-20,,,147,,,-689,,,,,,,182,182,246,2.46,,,,,,,,,,,
1991-02-21,,,147,,,-680,,,,,,,180,180,244,2.44,,,,,,,,,,,
1991-02-22,,,147,,,-675,,,,,,,179,179,243,2.43,,,,,,,,,,,
1991-02-23,,,148,,,-675,,,,,,,179,179,243,2.43,,,,,,,,,,,
1991-02-24,,,147,,,-666,,,,,,,177,177,241,2.41,,,,,,,,,,,
1991-02-25,,,147,,,-641,,,,,,,172,172,236,2.36,,,,,,,,,,,
1991-02-26,,,142,,,-617,,,,,,,166,166,230,2.30,,,,,,,,,,,
1991-02-27,,,139,,,-589,,,,,,,160,160,224,2.24,,,,,,,,,,,
1991-02-28,,,134,,,-574,,,,,,,156,156,220,2.20,,,,,,,,,,,
1991-03-01,,,146,,,-627,,,,,,,148,148,212,2.12,,,,,,,,,,,
1991-03-02,,,146,,,-607,,,,,,,143,143,207,2.07,,,,,,,,,,,
1991-03-03,,,150,,,-616,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-04,,,146,,,-602,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-05,,,146,,,-629,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-06,,,146,,,-654,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-07,,,144,,,-668,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-08,,,144,,,-687,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-09,,,138,,,-675,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-10,,,134,,,-668,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-11,,,132,,,-672,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-12,,,134,,,-700,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-13,,,135,,,-721,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-14,,,135,,,-729,,,,,,,141,141,205,2.05,,,,,,,,,,,
1991-03-15,,,136,,,-705,,,,,,,136,136,200,2.00,,,,,,,,,,,
1991-03-16,,,134,,,-666,,,,,,,133,133,197,1.97,,,,,,,,,,,
1991-03-17,,,133,,,-636,,,,,,,128,128,192,1.92,,,,,,,,,,,
1991-03-18,,,134,,,-660,,,,,,,140,140,204,2.04,,,,,,,,,,,
1991-03-19,,,132,,,-633,,,,,,,140,140,204,2.04,,,,,,,,,,,
1991-03-20,,,129,,,-619,,,,,,,143,143,207,2.07,,,,,,,,,,,
1991-03-21,,,125,,,-578,,,,,,,140,140,204,2.04,,,,,,,,,,,
1991-03-22,,,122,,,-577,,,,,,,140,140,204,2.04,,,,,,,,,,,
1991-03-23,,,120,,,-584,,,,,,,140,140,204,2.04,,,,,,,,,,,
1991-03-24,,,118,,,-584,,,,,,,138,138,202,2.02,,,,,,,,,,,
1991-03-25,,,118,,,-604,,,,,,,138,138,202,2.02,,,,,,,,,,,
1991-03-26,,,122,,,-635,,,,,,,132,132,196,1.96,,,,,,,,,,,
1991-03-27,,,124,,,-652,,,,,,,128,128,192,1.92,,,,,,,,,,,
1991-03-28,,,126,,,-668,,,,,,,126,126,190,1.90,,,,,,,,,,,
1991-03-29,,,126,,,-657,,,,,,,128,128,192,1.92,,,,,,,,,,,
1991-03-30,,,128,,,-662,,,,,,,129,129,193,1.93,,,,,,,,,,,
1991-03-31,,,93,,,-452,,,,,,,129,129,193,1.93,,,,,,,,,,,
1991-04-01,,,96,,,-461,,,,,,,130,130,194,1.94,,,,,,,,,,,
1991-04-02,,,100,,,-463,,,,,,,128,128,192,1.92,,,,,,,,,,,
1991-04-03,,,104,,,-466,,,,,,,127,127,191,1.91,,,,,,,,,,,
1991-04-04,,,108,,,-473,,,,,,,128,128,192,1.92,,,,,,,,,,,
1991-04-05,,,109,,,-464,,,,,,,126,126,190,1.90,,,,,,,,,,,
1991-04-06,,,105,,,-452,,,,,,,123,123,187,1.87,,,,,,,,,,,
1991-04-07,,,101,,,-439,,,,,,,120,120,184,1.84,,,,,,,,,,,
1991-04-08,,,92,,,-420,,,,,,,117,117,181,1.81,,,,,,,,,,,
1991-04-09,,,86,,,-404,,,,,,,115,115,179,1.79,,,,,,,,,,,
1991-04-10,,,77,,,-377,,,,,,,113,113,177,1.77,,,,,,,,,,,
1991-04-11,,,71,,,-358,,,,,,,113,113,177,1.77,,,,,,,,,,,
1991-04-12,,,66,,,-347,,,,,,,117,117,181,1.81,,,,,,,,,,,
1991-04-13,,,75,,,-406,,,,,,,119,119,183,1.83,,,,,,,,,,,
1991-04-14,,,75,,,-402,,,,,,,121,121,185,1.85,,,,,,,,,,,
1991-04-15,,,81,,,-427,,,,,,,121,121,185,1.85,,,,,,,,,,,
1991-04-16,,,85,,,-442,,,,,,,122,122,186,1.86,,,,,,,,,,,
1991-04-17,,,86,,,-348,,,,,,,89,89,153,1.53,,,,,,,,,,,
1991-04-18,,,91,,,-359,,,,,,,92,92,156,1.56,,,,,,,,,,,
1991-04-19,,,100,,,-396,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-04-20,,,100,,,-388,,,,,,,100,100,164,1.64,,,,,,,,,,,
1991-04-21,,,103,,,-401,,,,,,,103,103,167,1.67,,,,,,,,,,,
1991-04-22,,,101,,,-388,,,,,,,104,104,168,1.68,,,,,,,,,,,
1991-04-23,,,101,,,-375,,,,,,,100,100,164,1.64,,,,,,,,,,,
1991-04-24,,,102,,,-391,,,,,,,97,97,161,1.61,,,,,,,,,,,
1991-04-25,,,102,,,-370,,,,,,,88,88,152,1.52,,,,,,,,,,,
1991-04-26,,,103,,,-367,,,,,,,82,82,146,1.46,,,,,,,,,,,
1991-04-27,,,102,,,-337,,,,,,,74,74,138,1.38,,,,,,,,,,,
1991-04-28,,,102,,,-312,,,,,,,68,68,132,1.32,,,,,,,,,,,
1991-04-29,,,89,,,-248,,,,,,,63,63,127,1.27,,,,,,,,,,,
1991-04-30,,,87,,,-281,,,,,,,72,72,136,1.36,,,,,,,,,,,
1991-05-01,,,100,,,-330,,,,,,,72,72,136,1.36,,,,,,,,,,,
1991-05-02,,,98,,,-359,,,,,,,78,78,142,1.42,,,,,,,,,,,
1991-05-03,,,93,,,-363,,,,,,,81,81,145,1.45,,,,,,,,,,,
1991-05-04,,,90,,,-359,,,,,,,82,82,146,1.46,,,,,,,,,,,
1991-05-05,,,88,,,-369,,,,,,,87,87,151,1.51,,,,,,,,,,,
1991-05-06,,,84,,,-364,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-05-07,,,85,,,-372,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-05-08,,,71,,,-317,,,,,,,99,99,163,1.63,,,,,,,,,,,
1991-05-09,,,68,,,-299,,,,,,,97,97,161,1.61,,,,,,,,,,,
1991-05-10,,,70,,,-320,,,,,,,97,97,161,1.61,,,,,,,,,,,
1991-05-11,,,70,,,-326,,,,,,,98,98,162,1.62,,,,,,,,,,,
1991-05-12,,,76,,,-351,,,,,,,98,98,162,1.62,,,,,,,,,,,
1991-05-13,,,83,,,-376,,,,,,,99,99,163,1.63,,,,,,,,,,,
1991-05-14,,,86,,,-371,,,,,,,98,98,162,1.62,,,,,,,,,,,
1991-05-15,,,92,,,-392,,,,,,,98,98,162,1.62,,,,,,,,,,,
1991-05-16,,,95,,,-352,,,,,,,85,85,149,1.49,,,,,,,,,,,
1991-05-17,,,100,,,-351,,,,,,,83,83,147,1.47,,,,,,,,,,,
1991-05-18,,,104,,,-399,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-05-19,,,108,,,-402,,,,,,,94,94,158,1.58,,,,,,,,,,,
1991-05-20,,,102,,,-366,,,,,,,89,89,153,1.53,,,,,,,,,,,
1991-05-21,,,95,,,-334,,,,,,,86,86,150,1.50,,,,,,,,,,,
1991-05-22,,,92,,,-336,,,,,,,84,84,148,1.48,,,,,,,,,,,
1991-05-23,,,90,,,-341,,,,,,,80,80,144,1.44,,,,,,,,,,,
1991-05-24,,,82,,,-320,,,,,,,81,81,145,1.45,,,,,,,,,,,
1991-05-25,,,87,,,-289,,,,,,,68,68,132,1.32,,,,,,,,,,,
1991-05-26,,,94,,,-285,,,,,,,65,65,129,1.29,,,,,,,,,,,
1991-05-27,,,100,,,-283,,,,,,,67,67,131,1.31,,,,,,,,,,,
1991-05-28,,,108,,,-276,,,,,,,67,67,131,1.31,,,,,,,,,,,
1991-05-29,,,114,,,-279,,,,,,,73,73,137,1.37,,,,,,,,,,,
1991-05-30,,,115,,,-286,,,,,,,80,80,144,1.44,,,,,,,,,,,
1991-05-31,,,115,,,-272,,,,,,,82,82,146,1.46,,,,,,,,,,,
1991-06-01,,,137,,,-370,,,,,,,88,88,152,1.52,,,,,,,,,,,
1991-06-02,,,148,,,-428,,,,,,,91,91,155,1.55,,,,,,,,,,,
1991-06-03,,,132,,,-436,,,,,,,96,96,160,1.60,,,,,,,,,,,
1991-06-04,,,115,,,-404,,,,,,,100,100,164,1.64,,,,,,,,,,,
1991-06-05,,,112,,,-429,,,,,,,103,103,167,1.67,,,,,,,,,,,
1991-06-06,,,108,,,-405,,,,,,,98,98,162,1.62,,,,,,,,,,,
