date,region,blue,coastal,green,red,nir,swir1,swir2
2016-10-23,Central,0.0117902459553011,-0.00328929765372246,0.0588033984425779,0.0348883359928381,0.0118110801643939,0.0216669350651305,0.0175980365625214
2016-10-23,North,0.017706702177484,0.000995769203356613,0.0615391801384199,0.0283342198398324,-0.00186372231343276,0.00872890831575247,0.0107436604659392
2016-11-01,South,0.00684005913718242,-0.00678715165965982,0.043958466415864,0.0283192230296391,-0.00182372561348575,0.0106629033149184,0.0141541580210805
2016-11-01,Central,0.0107473212203314,-0.00682377521240662,0.0615280779191617,0.0342269547151218,0.00567044391869243,0.0180623952533149,0.0183047599671682
2016-11-08,South,-0.04390725,-0.0516485,0.00474918749999999,-0.0150605357142857,-0.0176050714285714,0.0190022897196262,0.0246505555555556
2016-11-08,Central,-0.0146407621499467,-0.0204721138270294,0.0224458655375829,0.00103298675417617,-0.00967479302009034,0.0151265491317525,0.0187971920110765
2016-11-08,North,0.00486689326053867,-0.000943206924081874,0.0224788841007662,0.0107215016046395,-0.00145729293923618,0.0102300324429619,0.0109910491453467
2016-11-17,South,0.00151746816127544,-0.00536885684914338,0.0212191769057172,0.0114767540295863,0.000840522617414098,0.00999542454950968,0.0104956284010704
2016-11-17,Central,-0.015299,-0.0260728125,0.0201466666666667,0.0133175,0.017888,0.0247778020134228,0.0223420588948134
2016-11-24,South,0.0185132525563099,-0.000500159694671828,0.0542681203511204,0.0327320022735378,0.00483092547033285,0.0102474853757449,0.0111134711465038
2016-11-24,Central,0.0165970915918838,0.000956872381423385,0.0537300691057738,0.0263769474686227,0.00202005666628459,0.008274027142202,0.00827823170543028
2016-11-24,North,0.0165892345282624,0.00287762275530981,0.0517405241883859,0.0341794382855656,0.00563777949999001,0.0106687127103916,0.0106456469578899
2016-12-03,South,0.0124487664664819,0.00268629543609538,0.0363826264321742,0.0230831590485249,0.00636285764029673,0.00855638878238535,0.00842971912668622
2016-12-03,Central,0.0164784731238572,0.00792723280629508,0.0383296618726554,0.0212349697901136,-0.00188360123962964,0.00144753790612656,0.00182451675388255
2016-12-10,South,0.0269883835233383,0.0130712128025681,0.0584804003813155,0.0394354337812463,0.00882053055747859,0.00757343649312389,0.0059776744223336
2016-12-10,Central,0.0185069235205045,0.00681557224753188,0.0478951323365264,0.0302763282575016,0.00576532797578485,0.00696316486013076,0.00542181875186112
2016-12-10,North,0.0151358764566312,0.000492687429988673,0.052239519677366,0.0356460086149345,-0.00111014279049405,0.00335973377298033,0.00333823361870663
2016-12-19,South,0.0219554397687962,0.00926694611040561,0.0561813091042394,0.0336788041688002,-0.00102698089456325,0.00147052997216397,0.0026844965975117
2016-12-19,Central,0.0205022407441036,0.0107766733813036,0.0498335328205201,0.0283308729234391,-0.00200573679012312,0.00337381536738703,0.00436024885167093
2016-12-26,South,0.0179329394566339,0.00201492508557308,0.0578741819827652,0.0451804937700527,-0.000839877747267595,0.00168041273355855,0.00206046002473653
